StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,time_consent_form_First Click,time_consent_form_Last Click,time_consent_form_Page Submit,time_consent_form_Click Count,attention_check_1,time_attention_1_First Click,time_attention_1_Last Click,time_attention_1_Page Submit,time_attention_1_Click Count,attention_check_2,time_attention_2_First Click,time_attention_2_Last Click,time_attention_2_Page Submit,time_attention_2_Click Count,time_before_reading_First Click,time_before_reading_Last Click,time_before_reading_Page Submit,time_before_reading_Click Count,time_read_round_First Click,time_read_round_Last Click,time_read_round_Page Submit,time_read_round_Click Count,time_read_precise_First Click,time_read_precise_Last Click,time_read_precise_Page Submit,time_read_precise_Click Count,time_before_recall_First Click,time_before_recall_Last Click,time_before_recall_Page Submit,time_before_recall_Click Count,recall_trap_1,time_recall_trap_First Click,time_recall_trap_Last Click,time_recall_trap_Page Submit,time_recall_trap_Click Count,recall_enroll_1,recall_enroll_2,recall_hondura_1,recall_hondura_2,recall_frick_1,recall_frick_2,time_recall_First Click,time_recall_Last Click,time_recall_Page Submit,time_recall_Click Count,time_before_calc_First Click,time_before_calc_Last Click,time_before_calc_Page Submit,time_before_calc_Click Count,calculate_enroll,calculate_hondura,calculate_frick,time_calculate_First Click,time_calculate_Last Click,time_calculate_Page Submit,time_calculate_Click Count,condition,workerId,assignmentId,hitId,random_verification_code,fail_first_attention,fail_second_attention
7/24/21 5:44,7/24/21 5:52,100,459,TRUE,7/24/21 5:52,R_1ifJ2yg6ncT13j6,,,,,anonymous,EN,1,projects/513998946275/assessments/8e09e85ec8000000,16.459,16.459,24.155,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",44.276,50.467,73.302,4,,,,,,0,0,4.783,0,0,0,53.507,0,,,,,0,0,4.198,0,40000,30.691,30.691,38.39,1,40000,30000,300000,500000,40000,4000,46.902,127.963,150.121,4,0,0,8.741,0,75,200000,10,14.719,90.24,93.156,3,round,,,,193152,,
7/24/21 5:50,7/24/21 5:59,100,539,TRUE,7/24/21 5:59,R_2rxBxHDZXobsaPt,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/898c893070000000,0,0,12.64,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",16.691,32.602,37,4,,,,,,0,0,3.98,0,,,,,82.261,95.552,117.911,3,0,0,10.577,0,35000000,45.948,67.796,88.727,2,20000,40000,300000,500000,30000,3000,91.288,196.338,201.363,7,0,0,9.231,0,50,200000,10,12.586,41.839,45.343,3,precise,,,,125173,,
7/24/21 5:56,7/24/21 6:02,100,409,TRUE,7/24/21 6:02,R_1GZzq32V4qOU68n,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/b7a0c93070000000,12.446,12.446,12.927,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",33.013,48.437,50.044,6,,,,,,0,0,5.132,0,,,,,7.756,9.515,104.243,3,0,0,2.718,0,39000000,24.781,74.464,90.176,3,41000,28000,8000,10000,106,155,6.986,57.786,65.193,7,0,0,2.564,0,75,2000055,55,13.853,51.304,52.709,3,precise,,,,152075,,
7/24/21 6:07,7/24/21 6:17,100,609,TRUE,7/24/21 6:17,R_3nf7vENNYjD7dAF,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/24ae693070000000,0,0,34.578,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",21.835,35.179,37.21,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",6.244,25.735,27.743,4,0,0,7.349,0,,,,,0,0,232.67,0,0,0,13.182,0,39000000,9.148,9.148,37.796,1,47000,27000,300000,600000,40000,3000,12.172,90.845,102.761,8,0,0,12.523,0,50,300000,9,26.52,57.391,88.214,3,precise,,,,158950,1,
7/24/21 6:19,7/24/21 6:24,100,296,TRUE,7/24/21 6:24,R_3hgygIRxdzyp5Ay,,,,,anonymous,EN,1,projects/513998946275/assessments/0c97193070000000,10.442,11.322,14.446,2,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.163,21.667,22.825,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",3.511,16.487,17.694,4,0,0,1.337,0,0,0,106.235,0,,,,,0,0,5.778,0,39000000,13.634,13.634,26.829,1,30000,40000,300000,500000,40000,4000,5.302,43.926,51.431,7,0,0,9.658,0,75,200000,10,9.921,27.641,30.93,3,round,,,,123897,1,
7/24/21 6:24,7/24/21 6:41,100,1048,TRUE,7/24/21 6:41,R_1mUBaQApMW5g4bT,,,,,anonymous,EN,1,projects/513998946275/assessments/74debc5ec8000000,0,0,29.624,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",70.35,123.903,176.987,8,,,,,,0,0,2.802,0,,,,,0,0,530.723,0,0,0,7.756,0,489256411,19.649,19.649,36.349,1,28589,48558,28600,38524,48538,3889,19.024,165.09,190.701,7,0,0,14.204,0,48,25,10,9.784,32.655,45.243,3,precise,,,,121700,,
7/24/21 6:45,7/24/21 6:49,100,225,TRUE,7/24/21 6:49,R_2aaHNDSlsT1aD2u,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/70f3853070000000,2.173,2.173,6.093,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",3.163,31.911,32.439,13,,,,,,0,0,1.767,0,5.195,47.012,69.434,11,,,,,0,0,6.71,0,53000000,1.6,10.411,24.088,2,30000,40000,300000,500000,30000,3000,1.376,44.677,47.34,12,0,0,3.829,0,75,35,10,4.156,22.856,26.586,5,round,,,,112534,,
7/24/21 6:45,7/24/21 6:49,100,229,TRUE,7/24/21 6:49,R_BFWThNf6cGqjK81,,,,,anonymous,EN,1,projects/513998946275/assessments/d060453070000000,2.374,10.283,12.021,6,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",9.202,15.721,19.347,5,,,,,,0,0,2.19,0,14.789,79.702,82.001,12,,,,,0,0,4.516,0,39000000,4.902,4.902,25.072,1,30000,40000,300000,500000,40000,4000,3.991,45.532,47.741,19,0,0,2.807,0,75,200000,10,3.7,22.03,24.44,8,round,,,,111419,,
7/24/21 6:46,7/24/21 6:52,100,391,TRUE,7/24/21 6:52,R_3PMrO7qiN8ZoSLs,,,,,anonymous,EN,1,projects/513998946275/assessments/bc08c53070000000,0,0,15.6,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",25.959,31.927,37.975,4,,,,,,0,0,2.841,0,,,,,0,0,140.656,0,0,0,7.263,0,40000000,9.296,26.327,36.496,2,35000,50000,100000,300000,25000,2000,7.839,87.399,93.891,8,0,0,7.17,0,32,100000,2,6.486,34.206,39.753,3,precise,,,,155900,,
7/24/21 6:50,7/24/21 6:55,100,321,TRUE,7/24/21 6:55,R_1mDD1BUwi0vbaCX,,,,,anonymous,EN,1,projects/513998946275/assessments/7e41c53070000000,13.262,20.246,21.385,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.337,25.097,26.104,4,,,,,,0,0,3.807,0,23.531,96.246,99.517,2,,,,,0,0,3.813,0,39400000,2.751,2.751,23.78,1,30000,40000,300000,500000,40000,4000,5.172,49.614,55.877,11,0,0,6.11,0,75,66,10,7.789,68.635,71.531,3,round,,,,170586,,
7/24/21 6:50,7/24/21 6:59,100,510,TRUE,7/24/21 6:59,R_R4gwS9Xr4mnDXTX,,,,,anonymous,EN,1,projects/513998946275/assessments/70a1253070000000,2.665,4.41,5.117,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.495,27.568,33.093,5,,,,,,0,0,1.786,0,,,,,17.533,271.081,273.908,6,0,0,4.727,0,39000000,5.285,27.667,28.449,2,28000,41000,287000,425000,30000,3800,3.592,31.33,40.285,12,0,0,12.558,0,68,68,12,11.137,40.886,56.453,6,precise,,,,178147,,
7/24/21 7:03,7/24/21 7:10,100,436,TRUE,7/24/21 7:10,R_egGYRVmhVKw7imd,,,,,anonymous,EN,0.400000006,projects/513998946275/assessments/c26c153070000000,0,0,5.669,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",3.189,5.621,7.165,5,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",2.319,5.254,6.262,5,0,0,1.252,0,8.463,29.775,30.589,4,,,,,0,0,1.494,0,39613493,32.168,32.168,63.822,1,30000,40000,3000000,5000000,40000,4000,86.608,250.839,254.509,7,0,0,7.319,0,75,50,65,14.261,44.718,48.626,3,round,,,,156756,1,1
7/24/21 7:17,7/24/21 7:22,100,301,TRUE,7/24/21 7:22,R_3n9v8dHxJgmNf7w,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/c38cb53070000000,1.486,1.486,8.14,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.239,29.041,29.923,6,,,,,,0,0,2.066,0,,,,,12.779,71.016,85.192,6,0,0,6.788,0,35000000,5.836,7.869,18.151,2,28000,41000,38000,400000,40000,3700,6.56,89.638,94.244,13,0,0,4.263,0,60,50000,12,7.764,35.099,43.001,8,precise,,,,165502,,
7/24/21 7:12,7/24/21 7:25,100,784,TRUE,7/24/21 7:25,R_85Fsg50VFcS2aA1,,,,,anonymous,EN,1,projects/513998946275/assessments/853f553070000000,0,0,45.441,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",18.402,37.394,39.287,4,,,,,,0,0,2.353,0,,,,,0,0,376.896,0,0,0,11.428,0,470000000,3.6,3.6,76.806,1,27000,47000,280000,500000,10000,5000,8.241,132.611,144.094,9,0,0,9.823,0,57,250000,50,1.975,44.803,68.85,5,precise,,,,120042,,
7/24/21 7:21,7/24/21 7:26,100,295,TRUE,7/24/21 7:26,R_3J8aNYLoD9HCbRh,,,,,anonymous,EN,1,projects/513998946275/assessments/2403f53070000000,0,0,9.797,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",20.836,30.811,31.86,4,,,,,,0,0,1.48,0,,,,,20.901,20.901,46.305,1,0,0,3.3,0,50000000,14.141,14.141,48.528,1,28000,50000,300000,500000,40000,4000,3.484,104.973,108.829,8,0,0,5.335,0,75,200000,10,2.025,24.096,26.951,3,precise,,,,176236,,
7/24/21 7:26,7/24/21 7:28,100,101,TRUE,7/24/21 7:28,R_UFNqRqQmcw9JK6t,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/ce104d3070000000,0,0,6.502,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",6.932,16.923,18.058,4,,,,,,0,0,1.057,0,,,,,0,0,2.577,0,0,0,1.28,0,50000000,1.371,1.371,19.804,1,28000,50000,280000,400000,40000,4000,1.992,24.183,27.234,7,0,0,1.076,0,75,200000,10,0.931,9.554,12.984,3,precise,,,,121043,,
7/24/21 7:24,7/24/21 7:29,100,273,TRUE,7/24/21 7:29,R_2E6rCQZK0ozfsTb,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/0fe48d3070000000,4.206,13.107,17.107,5,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.125,22.531,26.602,5,,,,,,0,0,1.228,0,6.19,77.546,88.85,12,,,,,0,0,7.123,0,39239000,4.109,9.389,20.349,2,30000,40000,300000,900000,40000,4000,3.117,58.89,63.362,16,0,0,7.767,0,75,600000,10,3.828,27.9,31.868,7,round,,,,155576,,
7/24/21 7:26,7/24/21 7:31,100,266,TRUE,7/24/21 7:31,R_R9NuXsQ9YkhOas1,,,,,anonymous,EN,1,projects/513998946275/assessments/07a01e5ec8000000,0,0,5.926,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.682,26.538,27.113,5,,,,,,0,0,1.986,0,,,,,0,0,99.556,0,0,0,3.731,0,35000000,11.071,11.071,30.23,1,28000,43000,285000,435000,10000,3000,3.768,39.815,45.538,6,0,0,6.316,0,67,150000,4,2.947,29.083,33.581,3,precise,,,,115677,,
7/24/21 7:28,7/24/21 7:34,100,359,TRUE,7/24/21 7:34,R_Qj1W0kSU95FWJyx,,,,,anonymous,EN,1,projects/513998946275/assessments/97ee9e5ec8000000,0,0,5,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.945,22.064,25.862,6,,,,,,0,0,2.863,0,,,,,0,0,195.623,0,0,0,5.253,0,39000000,3.985,3.985,20.625,1,29000,48000,280000,482000,48000,3350,4.694,47.95,55.401,6,0,0,5.298,0,60,200000,10,2.297,30.025,34.411,3,precise,,,,137221,,
7/24/21 7:28,7/24/21 7:35,100,461,TRUE,7/24/21 7:35,R_3Lk9KFmTPOLZN7N,,,,,anonymous,EN,1,projects/513998946275/assessments/0e6acd3070000000,0,0,12.923,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",24.481,40.584,45.647,4,,,,,,0,0,2.494,0,,,,,0,0,143.243,0,0,0,3.189,0,3200600,3.141,74.601,83.818,6,275000,675000,265000,425000,12,3,4.866,81.763,88.432,8,0,0,8.497,0,25,200000,2,7.322,49.321,65.568,3,precise,,,,148395,,
7/24/21 7:24,7/24/21 7:37,100,801,TRUE,7/24/21 7:37,R_2DOBcKbiMObwl2A,,,,,anonymous,EN,0.400000006,projects/513998946275/assessments/984c8d3070000000,0,0,18.786,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",143.266,175.67,181.466,4,,,,,,0,0,2.836,0,,,,,12.564,126.491,130.47,3,0,0,6.862,0,3961349,74.485,131.746,161.885,3,28000,48000,283582,48773,40000,3792,104.251,212.923,221.748,6,0,0,9.134,0,80,50,50,1.896,17.894,55.852,3,precise,,,,105218,,
7/24/21 7:30,7/24/21 7:39,100,544,TRUE,7/24/21 7:39,R_1k018Vmatyovz5i,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/4d792d3070000000,0,0,34.596,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",28.241,46.185,63.147,4,,,,,,0,0,4.094,0,0,0,217.272,0,,,,,0,0,11.614,0,30000000,53.725,53.725,66.335,1,30000,40000,300000,500000,40000,4000,4.701,89.852,94.639,9,0,0,13.307,0,75,60,10,15.918,28.542,31.801,3,round,,,,192334,,
7/24/21 7:39,7/24/21 7:44,100,299,TRUE,7/24/21 7:44,R_3EbaSlROaKv06on,,,,,anonymous,EN,1,projects/513998946275/assessments/beb1ed3070000000,6.696,6.696,9.883,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",56.207,69.513,70.759,5,,,,,,0,0,2.526,0,,,,,45.948,89.622,103.788,3,0,0,8.199,0,38587543,6.099,13.071,14.972,2,48387,24895,276890,487892,6732,3976,4.177,52.36,53.175,10,0,0,3.512,0,50,280897,50,3.797,20.04,22.266,5,precise,,,,182183,,
7/24/21 7:43,7/24/21 7:50,100,414,TRUE,7/24/21 7:50,R_3irixXKMqIvIwn4,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/b2f6ed3070000000,3.861,3.861,7.778,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",26.721,44.75,50.824,4,,,,,,0,0,6.656,0,4.466,137.367,150.051,6,,,,,0,0,15.7,0,31986679,4.83,30.829,33.253,2,30000,40000,300000,500000,40000,4000,4.579,72.478,79.153,10,0,0,10.976,0,75,40,10,13.426,46.203,49.501,5,round,,,,181773,,
7/24/21 7:43,7/24/21 7:50,100,379,TRUE,7/24/21 7:50,R_3JIbH8kPS85f0J1,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/c558315ec8000000,4.289,5.812,7.762,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.52,26.605,28.506,5,,,,,,0,0,3.17,0,,,,,4.836,4.836,125.971,1,0,0,5.567,0,39000000,2.777,44.101,51.172,5,22000,44000,200000,450000,2000,400,13.442,82.891,90.57,12,0,0,4.397,0,50,250000,4,2.229,40.252,53.8,9,precise,,,,111595,,
7/24/21 7:50,7/24/21 7:53,100,144,TRUE,7/24/21 7:53,R_2dPZCihuQjJMJiq,,,,,anonymous,EN,1,projects/513998946275/assessments/902fdd3070000000,0,0,3.628,0,I'm supposed to take my best guesses,4.811,4.811,8.531,1,"I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",2.055,5.242,7.937,4,0,0,0.928,0,0,0,34.447,0,,,,,0,0,1.4,0,3000000,7.289,7.289,22.835,1,2000,40000,1000,12000,40000,4000,6.728,24.014,32.048,3,0,0,2.135,0,10,10000,10,4.857,4.857,21.772,1,round,,,,170159,1,1
7/24/21 7:46,7/24/21 7:55,100,514,TRUE,7/24/21 7:55,R_R48bB4QKnBseYgN,,,,,anonymous,EN,1,projects/513998946275/assessments/c5a6495ec8000000,0,0,2.521,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",13.828,24.732,25.719,5,,,,,,0,0,6.955,0,,,,,0,0,81.9,0,0,0,3.742,0,39613493,44.509,65.621,67.576,4,28752,41282,282852,487745,40108,3792,18.532,147.555,157.603,7,0,0,4.869,0,70,204893,9,72.787,147.738,150.44,3,precise,,,,187004,,
7/24/21 7:28,7/24/21 7:57,100,1736,TRUE,7/24/21 7:57,R_2vZ9UNEgCeOBpDo,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/cc871e5ec8000000,2.027,436.516,436.912,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",0.716,7.456,10.869,12,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.566,34.616,40.384,26,1.734,2.053,3.14,2,,,,,13.825,18.723,23.955,7,2.835,3.187,4.754,2,39000000,3.21,692.298,695.344,153,9000,9000,10000,10000,10000,10000,6.403,121.591,127.28,19,1.626,19.9,20.342,23,60,50000,50,0.934,66.05,69.702,14,precise,,,,175179,1,1
7/24/21 7:45,7/24/21 7:57,100,696,TRUE,7/24/21 7:57,R_3nCuzEW8DAetnTI,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/b5f2515ec8000000,0,0,7.568,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.452,16.21,17.869,6,,,,,,0,0,1.884,0,45.558,52.852,54.031,2,,,,,0,0,1.398,0,39613493,1.611,105.856,108.885,6,30000,40000,54000,3110000,40000,3600,2.565,376.839,379.508,21,0,0,1.435,0,32,633401,50,5.946,111.507,114.058,12,round,,,,158547,,
7/24/21 7:54,7/24/21 8:00,100,341,TRUE,7/24/21 8:00,R_dnFHWk1RdTDlNJv,,,,,anonymous,EN,1,projects/513998946275/assessments/026b3d3070000000,0,0,17.033,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",14.176,32.236,33.681,4,,,,,,0,0,4.035,0,,,,,0,0,124.539,0,0,0,7.977,0,39400000,16.917,16.917,24.188,1,27300,41480,270000,472000,12000,3972,13.869,64.619,69.773,7,0,0,8.396,0,65,150000,25,12.728,33.922,40.637,3,precise,,,,174982,,
7/24/21 7:57,7/24/21 8:02,100,268,TRUE,7/24/21 8:02,R_3O2gVIrTyHh1egg,,,,,anonymous,EN,1,projects/513998946275/assessments/ef99fd3070000000,0,0,6.873,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.043,18.603,23.562,4,,,,,,0,0,1.689,0,0,0,115.745,0,,,,,0,0,5.496,0,55000000,11.968,11.968,23.383,1,30000,40000,300000,500000,40000,4000,4.839,29.543,36.911,3,0,0,8.755,0,75,200000,10,2.926,33.518,36.91,3,round,,,,101562,,
7/24/21 7:56,7/24/21 8:02,100,371,TRUE,7/24/21 8:02,R_1Fy18Zm9l2aL2Vg,,,,,anonymous,EN,1,projects/513998946275/assessments/da24bd3070000000,0,0,25.307,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.644,32.572,34.601,4,,,,,,0,0,5.76,0,,,,,0,0,123.548,0,0,0,9.358,0,39000000,6.768,6.768,14.821,1,41000,23000,240000,487000,20000,1400,6.675,94.011,95.272,13,0,0,7.799,0,75,25000,15,7.332,36.124,46.34,5,precise,,,,130133,,
7/24/21 7:57,7/24/21 8:04,100,436,TRUE,7/24/21 8:04,R_7aBxyVsfKdlBCyl,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/f99b7d3070000000,0.925,11.379,12.504,15,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.415,30.271,31.284,17,,,,,,0.249,2.119,2.869,2,,,,,0.333,115.348,115.954,52,0.216,3.927,4.825,4,31000000,0.682,66.824,67.397,25,28000,42000,287000,421000,30000,1000,0.118,123.932,125.703,56,1.399,3.525,6.002,2,50,200000,5,0.479,57.766,60.367,38,precise,,,,152917,,
7/24/21 8:06,7/24/21 8:10,100,230,TRUE,7/24/21 8:10,R_3KxfLxhsARG7ojD,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/55f2833070000000,0,0,6.694,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",4.806,16.856,22.628,6,,,,,,0,0,1.33,0,0,0,59.325,0,,,,,0,0,2.509,0,550000,2.266,2.266,18.127,1,30000,40000,3000,7000,40000,4000,3.073,45.731,49.695,7,0,0,4.514,0,75,3000,10,12.719,36.669,53.514,3,round,,,,115277,,
7/24/21 8:05,7/24/21 8:12,100,404,TRUE,7/24/21 8:12,R_2X7CmMk3n8oXf1j,,,,,anonymous,EN,1,projects/513998946275/assessments/a2cef95ec8000000,3.525,6.258,7.208,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",12.702,26.079,36.432,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",3.325,21.797,25.679,6,0,0,1.325,0,,,,,0.768,0.768,130.208,1,0,0,51.707,0,39459367,4.42,4.42,12.852,1,3795,6000,282495,487924,40444,3792,0.955,57.67,60.859,12,0,0,6.242,0,9,76,7,1.413,52.797,60.481,5,precise,,,,101047,1,
7/24/21 8:11,7/24/21 8:17,100,390,TRUE,7/24/21 8:17,R_tVyNdyeD9kZiKhr,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/c125a33070000000,0,0,19.354,0,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to type random answers, not my best guesses",9.19,10.414,12.539,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",5.437,10.789,11.731,5,0,0,2.173,0,0,0,4.977,0,,,,,0,0,4.962,0,39613493,138.493,138.493,141.169,1,28752,41282,282852,487745,40108,3792,33.332,125.242,128.846,7,0,0,5.176,0,95,90,99,15.429,15.429,35.997,1,round,,,,168414,1,1
7/24/21 8:13,7/24/21 8:18,100,311,TRUE,7/24/21 8:18,R_DVnz6ALihpYKeAh,,,,,anonymous,EN,1,projects/513998946275/assessments/6ed0633070000000,18.072,28.5,29.577,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",14.428,19.424,20.405,5,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.752,27.394,28.357,5,0,0,1.935,0,17.284,68.497,94.309,2,,,,,0,0,6.217,0,39000000,10.657,22.873,25.286,3,300000,600000,300000,600000,50000,20000,5.516,57.789,67.799,11,0,0,4.049,0,80,70,20,2.852,22.734,23.592,8,round,,,,176716,1,
